Chr	gene	all	syn	lof	lof_SNV	mis	Mis_MetaSVM	Mis_CADD15	Mis_CADD20	Mis_CADD30	Mis_MetaSVM_or_CADD15	Mis_MetaSVM_or_CADD20	SpliceSite	StopGain	StopLoss	Mis_mpc2	Mis_mpc2_and_MetaSVM	Mis_mpc2_or_MetaSVM
13	ACOD1	1.76E-05	4.91E-06	1.28E-06	6.48E-07	1.14E-05	8.50E-07	8.78E-06	7.30E-06	9.77E-08	8.78E-06	7.30E-06	1.22E-07	5.09E-07	1.66E-08	0	0	8.50E-07
13	ADPRHL1	1.98E-05	5.98E-06	1.62E-06	8.79E-07	1.22E-05	4.79E-07	9.87E-06	8.36E-06	1.94E-07	9.87E-06	8.36E-06	2.74E-07	5.92E-07	1.37E-08	0	0	4.79E-07
13	AKAP11	6.28E-05	1.66E-05	5.61E-06	2.74E-06	4.06E-05	2.17E-07	2.64E-05	1.98E-05	5.24E-07	2.64E-05	1.98E-05	4.27E-07	2.29E-06	2.51E-08	0	0	2.17E-07
13	ALG11	1.73E-05	4.94E-06	1.25E-06	6.32E-07	1.11E-05	5.08E-06	9.48E-06	7.96E-06	6.44E-07	9.49E-06	7.97E-06	1.24E-07	4.95E-07	1.35E-08	0	0	5.08E-06
13	ALG5	1.59E-05	3.64E-06	2.76E-06	1.45E-06	9.45E-06	2.59E-06	8.03E-06	6.70E-06	2.13E-06	8.03E-06	6.72E-06	3.73E-07	1.06E-06	1.75E-08	0	0	2.59E-06
13	ALOX5AP	9.48E-06	2.87E-06	6.65E-07	4.19E-07	5.94E-06	6.95E-07	4.44E-06	4.04E-06	2.63E-07	4.44E-06	4.05E-06	2.09E-07	1.97E-07	1.32E-08	0	0	6.95E-07
13	AMER2	5.12E-05	1.88E-05	1.59E-06	7.25E-07	3.09E-05	1.16E-07	2.41E-05	1.70E-05	2.27E-07	2.41E-05	1.70E-05	1.83E-08	6.90E-07	1.75E-08	0	0	1.16E-07
13	ANKRD10	2.40E-05	7.79E-06	1.43E-06	7.96E-07	1.48E-05	3.07E-06	1.08E-05	8.72E-06	7.71E-07	1.09E-05	8.74E-06	2.50E-07	5.11E-07	3.57E-08	0	0	3.07E-06
13	ARGLU1	2.02E-05	4.15E-06	3.05E-06	1.43E-06	1.30E-05	7.01E-07	1.30E-05	1.29E-05	3.03E-06	1.30E-05	1.29E-05	1.25E-07	1.30E-06	1.21E-08	5.24E-06	6.54E-07	5.29E-06
13	ARHGEF7	4.53E-05	1.34E-05	3.27E-06	2.07E-06	2.86E-05	6.22E-06	2.64E-05	2.30E-05	1.71E-06	2.64E-05	2.33E-05	1.08E-06	9.63E-07	3.08E-08	3.44E-07	1.55E-07	6.41E-06
13	ARL11	9.98E-06	3.33E-06	4.61E-07	2.25E-07	6.19E-06	2.20E-06	3.67E-06	2.99E-06	3.75E-09	3.68E-06	3.01E-06	1.78E-08	1.88E-07	1.87E-08	0	0	2.20E-06
13	ATP11A	6.88E-05	2.22E-05	5.98E-06	3.41E-06	4.06E-05	1.49E-05	3.31E-05	2.73E-05	1.57E-06	3.32E-05	2.81E-05	1.31E-06	2.06E-06	4.05E-08	0	0	1.49E-05
13	ATP11AUN	5.96E-06	1.51E-06	6.33E-07	3.12E-07	3.82E-06	0	3.71E-07	1.76E-08	0	3.71E-07	1.76E-08	4.15E-08	2.57E-07	1.36E-08	0	0	0
13	ATP12A	4.54E-05	1.31E-05	3.36E-06	2.07E-06	2.90E-05	2.10E-05	2.49E-05	2.17E-05	1.21E-06	2.52E-05	2.30E-05	1.02E-06	1.04E-06	1.18E-08	0	0	2.10E-05
13	ATP4B	1.65E-05	5.54E-06	1.06E-06	6.21E-07	9.87E-06	7.55E-07	7.55E-06	6.14E-06	4.88E-08	7.55E-06	6.14E-06	2.56E-07	3.47E-07	1.76E-08	0	0	7.55E-07
13	ATP7B	6.33E-05	1.92E-05	3.53E-06	2.04E-06	4.06E-05	3.07E-05	3.16E-05	2.67E-05	2.17E-06	3.47E-05	3.24E-05	8.18E-07	1.20E-06	2.03E-08	0	0	3.07E-05
13	ATP8A2	5.47E-05	1.52E-05	5.50E-06	3.43E-06	3.39E-05	1.48E-05	3.21E-05	2.83E-05	3.92E-06	3.21E-05	2.85E-05	1.75E-06	1.66E-06	1.81E-08	8.98E-07	2.92E-07	1.54E-05
13	B3GLCT	2.11E-05	6.15E-06	2.17E-06	1.30E-06	1.28E-05	3.45E-06	1.02E-05	8.42E-06	7.60E-07	1.02E-05	8.45E-06	5.80E-07	6.98E-07	1.85E-08	0	0	3.45E-06
13	BIVM	1.89E-05	4.76E-06	2.23E-06	1.19E-06	1.20E-05	2.02E-08	1.11E-05	9.87E-06	9.29E-07	1.11E-05	9.87E-06	3.37E-07	8.34E-07	1.80E-08	0	0	2.02E-08
13	BIVM-ERCC5	6.55E-05	1.79E-05	6.37E-06	3.38E-06	4.13E-05	3.35E-06	2.90E-05	2.49E-05	3.09E-06	2.90E-05	2.49E-05	9.84E-07	2.39E-06	1.25E-08	0	0	3.35E-06
13	BORA	2.75E-05	7.36E-06	2.50E-06	1.39E-06	1.76E-05	3.26E-07	1.08E-05	7.63E-06	6.09E-07	1.08E-05	7.63E-06	4.80E-07	8.85E-07	2.52E-08	0	0	3.26E-07
13	BRCA2	0.000110207	2.83E-05	9.66E-06	4.89E-06	7.22E-05	9.95E-06	3.71E-05	2.58E-05	1.73E-06	3.72E-05	2.59E-05	1.06E-06	3.82E-06	1.24E-08	0	0	9.95E-06
13	C1QTNF9	1.47E-05	4.23E-06	1.57E-06	7.67E-07	8.89E-06	4.01E-06	6.56E-06	5.23E-06	1.24E-07	6.78E-06	5.77E-06	1.02E-07	6.45E-07	2.03E-08	1.41E-06	6.60E-07	4.76E-06
13	C1QTNF9B	1.43E-05	3.88E-06	1.92E-06	9.20E-07	8.54E-06	4.06E-06	5.97E-06	4.70E-06	4.75E-08	6.16E-06	5.18E-06	8.25E-08	8.01E-07	3.67E-08	3.57E-06	2.93E-06	4.71E-06
13	CAB39L	1.25E-05	3.25E-06	1.38E-06	7.90E-07	7.86E-06	3.01E-07	7.53E-06	6.75E-06	9.41E-07	7.53E-06	6.75E-06	3.05E-07	4.70E-07	1.53E-08	0	0	3.01E-07
13	CARS2	3.21E-05	1.01E-05	2.07E-06	1.26E-06	1.99E-05	2.89E-06	1.27E-05	9.84E-06	5.37E-07	1.27E-05	9.89E-06	5.93E-07	6.47E-07	1.69E-08	1.15E-06	0	4.04E-06
13	CCDC122	9.00E-06	1.85E-06	1.69E-06	8.60E-07	5.46E-06	1.36E-08	4.21E-06	3.10E-06	1.51E-07	4.21E-06	3.10E-06	1.84E-07	6.61E-07	1.42E-08	0	0	1.36E-08
13	CCDC168	0.0002269	5.77E-05	2.04E-05	9.16E-06	0.000148818	0	1.29E-05	4.31E-06	0	1.29E-05	4.31E-06	1.24E-07	9.01E-06	1.92E-08	0	0	0
13	CCDC169	1.07E-05	2.45E-06	1.47E-06	9.10E-07	6.73E-06	7.65E-08	4.34E-06	2.58E-06	2.61E-07	4.34E-06	2.58E-06	4.19E-07	4.51E-07	3.93E-08	0	0	7.65E-08
13	CCDC169-SOHLH2	1.93E-05	5.36E-06	1.90E-06	1.25E-06	1.21E-05	1.56E-06	7.03E-06	4.58E-06	2.11E-07	7.11E-06	4.96E-06	7.10E-07	5.24E-07	1.20E-08	0	0	1.56E-06
13	CCDC70	1.02E-05	2.39E-06	1.24E-06	5.73E-07	6.58E-06	0	2.29E-06	1.03E-06	0	2.29E-06	1.03E-06	1.85E-08	5.36E-07	1.91E-08	0	0	0
13	CCNA1	1.89E-05	5.21E-06	2.45E-06	1.34E-06	1.12E-05	5.63E-07	8.08E-06	5.88E-06	2.45E-07	8.08E-06	5.88E-06	4.41E-07	8.86E-07	1.82E-08	0	0	5.63E-07
13	CDADC1	1.87E-05	4.67E-06	1.97E-06	1.11E-06	1.20E-05	6.04E-07	1.13E-05	9.55E-06	6.75E-07	1.13E-05	9.55E-06	3.86E-07	6.90E-07	3.14E-08	0	0	6.04E-07
13	CDC16	2.57E-05	6.80E-06	2.88E-06	1.69E-06	1.60E-05	3.04E-06	1.56E-05	1.44E-05	1.61E-06	1.56E-05	1.44E-05	7.25E-07	9.47E-07	2.02E-08	2.32E-06	4.62E-07	4.90E-06
13	CDK8	1.95E-05	4.57E-06	3.30E-06	1.81E-06	1.16E-05	1.92E-06	1.16E-05	1.13E-05	1.51E-06	1.16E-05	1.13E-05	6.03E-07	1.19E-06	1.68E-08	4.90E-06	1.75E-06	5.06E-06
13	CDX2	2.32E-05	8.49E-06	1.09E-06	5.45E-07	1.36E-05	2.87E-06	1.29E-05	1.01E-05	1.11E-06	1.29E-05	1.01E-05	8.55E-08	4.39E-07	2.01E-08	3.54E-07	2.37E-07	2.99E-06
13	CENPJ	5.16E-05	1.28E-05	5.98E-06	3.02E-06	3.28E-05	4.09E-06	1.96E-05	1.54E-05	1.26E-06	1.96E-05	1.54E-05	6.34E-07	2.37E-06	2.01E-08	0	0	4.09E-06
13	CHAMP1	2.84E-05	6.96E-06	2.23E-06	1.02E-06	1.92E-05	1.65E-07	1.62E-05	1.27E-05	7.03E-08	1.62E-05	1.27E-05	3.91E-08	9.67E-07	1.88E-08	0	0	1.65E-07
13	CKAP2	2.46E-05	6.11E-06	2.47E-06	1.30E-06	1.60E-05	1.38E-07	9.77E-06	6.79E-06	3.33E-07	9.77E-06	6.79E-06	3.29E-07	9.35E-07	3.64E-08	0	0	1.38E-07
13	CLDN10	1.57E-05	5.12E-06	1.26E-06	6.70E-07	9.27E-06	5.75E-06	8.89E-06	7.89E-06	4.75E-07	8.90E-06	7.96E-06	1.87E-07	4.71E-07	1.26E-08	0	0	5.75E-06
13	CLN5	1.99E-05	5.51E-06	1.63E-06	8.00E-07	1.27E-05	4.96E-06	7.75E-06	6.13E-06	5.16E-07	7.76E-06	6.16E-06	1.21E-07	6.61E-07	1.85E-08	0	0	4.96E-06
13	CLYBL	1.55E-05	4.21E-06	1.89E-06	1.03E-06	9.41E-06	9.33E-07	8.55E-06	7.04E-06	7.59E-07	8.55E-06	7.04E-06	3.17E-07	6.86E-07	2.63E-08	0	0	9.33E-07
13	CNMD	1.55E-05	4.49E-06	1.18E-06	7.33E-07	9.81E-06	1.14E-06	8.92E-06	7.34E-06	8.45E-07	8.92E-06	7.34E-06	3.58E-07	3.57E-07	1.75E-08	0	0	1.14E-06
13	COG3	3.33E-05	9.61E-06	3.50E-06	2.06E-06	2.01E-05	2.21E-06	1.93E-05	1.74E-05	2.31E-06	1.93E-05	1.74E-05	8.98E-07	1.15E-06	1.80E-08	0	0	2.21E-06
13	COG6	2.83E-05	7.25E-06	3.11E-06	1.83E-06	1.80E-05	1.40E-06	1.64E-05	1.43E-05	1.05E-06	1.64E-05	1.43E-05	7.54E-07	1.03E-06	4.64E-08	0	0	1.40E-06
13	COL4A1	7.67E-05	2.35E-05	6.55E-06	4.30E-06	4.67E-05	3.63E-05	4.05E-05	3.59E-05	2.85E-06	4.12E-05	3.86E-05	2.45E-06	1.80E-06	4.18E-08	0	0	3.63E-05
13	COL4A2	8.68E-05	2.67E-05	6.51E-06	4.09E-06	5.36E-05	3.66E-05	4.18E-05	3.55E-05	2.67E-06	4.31E-05	3.93E-05	2.13E-06	1.94E-06	1.78E-08	0	0	3.66E-05
13	COL4A2-AS2	2.19E-05	7.41E-06	1.19E-06	6.85E-07	1.33E-05	3.21E-08	8.08E-08	5.54E-08	1.02E-08	8.08E-08	5.54E-08	2.61E-07	4.07E-07	1.76E-08	0	0	3.21E-08
13	COMMD6	4.50E-06	1.41E-06	4.70E-07	3.35E-07	2.61E-06	5.05E-09	1.94E-06	1.61E-06	1.38E-07	1.94E-06	1.61E-06	2.09E-07	1.09E-07	1.74E-08	0	0	5.05E-09
13	CPB2	1.74E-05	4.65E-06	2.33E-06	1.27E-06	1.04E-05	9.65E-07	7.77E-06	6.03E-06	7.13E-07	7.77E-06	6.03E-06	4.12E-07	8.46E-07	1.22E-08	0	0	9.65E-07
13	CRYL1	1.51E-05	4.39E-06	1.55E-06	8.62E-07	9.19E-06	4.43E-06	8.01E-06	6.46E-06	4.78E-07	8.04E-06	6.57E-06	2.93E-07	5.51E-07	1.74E-08	0	0	4.43E-06
13	CSNK1A1L	1.49E-05	4.08E-06	1.36E-06	6.12E-07	9.44E-06	6.95E-07	7.74E-06	6.02E-06	0	7.74E-06	6.03E-06	0	6.00E-07	1.23E-08	0	0	6.95E-07
13	CUL4A	3.71E-05	1.11E-05	2.96E-06	1.79E-06	2.30E-05	8.83E-06	2.03E-05	1.63E-05	1.25E-06	2.03E-05	1.64E-05	8.30E-07	9.38E-07	1.93E-08	2.44E-06	2.10E-06	9.17E-06
13	CYSLTR2	1.23E-05	3.45E-06	6.44E-07	3.06E-07	8.25E-06	1.18E-06	4.75E-06	3.77E-06	2.19E-07	4.75E-06	3.77E-06	1.86E-08	2.70E-07	1.82E-08	0	0	1.18E-06
13	DACH1	3.72E-05	1.24E-05	1.84E-06	1.28E-06	2.29E-05	4.06E-06	2.14E-05	1.68E-05	1.96E-07	2.16E-05	1.72E-05	8.15E-07	4.49E-07	1.67E-08	1.01E-07	0	4.16E-06
13	DAOA	6.96E-06	1.36E-06	1.12E-06	6.10E-07	4.48E-06	0	7.32E-07	1.47E-07	0	7.32E-07	1.47E-07	1.82E-07	4.05E-07	2.32E-08	0	0	0
13	DCLK1	4.05E-05	1.11E-05	4.59E-06	2.46E-06	2.48E-05	8.76E-06	2.41E-05	2.10E-05	3.36E-06	2.41E-05	2.10E-05	7.19E-07	1.70E-06	4.33E-08	6.20E-06	1.24E-06	1.37E-05
13	DCT	2.51E-05	6.36E-06	3.02E-06	1.58E-06	1.57E-05	1.30E-05	1.18E-05	1.01E-05	5.03E-07	1.39E-05	1.36E-05	4.17E-07	1.15E-06	1.79E-08	0	0	1.30E-05
13	DCUN1D2	1.15E-05	3.45E-06	9.48E-07	5.69E-07	7.13E-06	9.54E-07	5.95E-06	4.81E-06	1.72E-07	5.95E-06	4.83E-06	2.47E-07	3.03E-07	1.78E-08	0	0	9.54E-07
13	DGKH	5.51E-05	1.47E-05	6.53E-06	3.69E-06	3.39E-05	1.07E-05	2.95E-05	2.55E-05	2.64E-06	2.95E-05	2.56E-05	1.40E-06	2.27E-06	2.42E-08	0	0	1.07E-05
13	DHRS12	2.03E-05	5.51E-06	2.05E-06	1.14E-06	1.27E-05	1.39E-06	5.23E-06	2.59E-06	5.25E-08	5.53E-06	3.18E-06	3.63E-07	7.22E-07	5.97E-08	0	0	1.39E-06
13	DIAPH3	4.70E-05	1.18E-05	4.80E-06	2.77E-06	3.04E-05	1.15E-05	2.60E-05	2.26E-05	2.95E-06	2.60E-05	2.28E-05	1.09E-06	1.62E-06	4.85E-08	0	0	1.15E-05
13	DIS3	4.08E-05	1.06E-05	4.87E-06	2.66E-06	2.54E-05	2.99E-06	2.39E-05	2.09E-05	3.22E-06	2.39E-05	2.09E-05	8.62E-07	1.77E-06	2.36E-08	0	0	2.99E-06
13	DLEU7	1.48E-05	4.49E-06	7.57E-07	3.93E-07	9.57E-06	4.47E-08	4.92E-06	3.53E-06	8.48E-09	4.92E-06	3.53E-06	6.07E-08	2.91E-07	4.12E-08	1.02E-06	0	1.07E-06
13	DNAJC15	7.44E-06	2.02E-06	7.50E-07	4.59E-07	4.67E-06	3.47E-07	3.49E-06	2.88E-06	2.71E-07	3.49E-06	2.88E-06	2.07E-07	2.33E-07	1.86E-08	0	0	3.47E-07
13	DNAJC3	2.01E-05	5.19E-06	2.68E-06	1.45E-06	1.22E-05	2.08E-06	1.18E-05	1.04E-05	1.10E-06	1.18E-05	1.04E-05	4.52E-07	9.87E-07	1.21E-08	0	0	2.08E-06
13	DOCK9	5.87E-05	1.73E-05	6.56E-06	4.19E-06	3.48E-05	3.74E-06	3.23E-05	2.87E-05	2.41E-06	3.23E-05	2.87E-05	2.27E-06	1.89E-06	2.49E-08	0	0	3.74E-06
13	DZIP1	3.97E-05	1.16E-05	3.54E-06	2.08E-06	2.46E-05	2.27E-07	1.68E-05	1.27E-05	3.42E-07	1.68E-05	1.27E-05	8.97E-07	1.17E-06	1.27E-08	2.10E-06	1.84E-07	2.14E-06
13	EBPL	1.19E-05	4.09E-06	9.41E-07	5.31E-07	6.91E-06	5.77E-06	5.10E-06	3.98E-06	2.60E-07	6.12E-06	5.94E-06	1.61E-07	3.27E-07	4.26E-08	0	0	5.77E-06
13	EDNRB	2.70E-05	7.75E-06	2.33E-06	1.22E-06	1.69E-05	2.48E-06	1.16E-05	8.57E-06	7.96E-07	1.16E-05	8.60E-06	3.12E-07	8.84E-07	2.75E-08	0	0	2.48E-06
13	EEF1AKMT1	8.66E-06	2.42E-06	7.60E-07	4.29E-07	5.48E-06	5.85E-07	3.88E-06	3.20E-06	9.44E-08	3.88E-06	3.21E-06	1.44E-07	2.65E-07	2.02E-08	0	0	5.85E-07
13	EFNB2	1.60E-05	5.17E-06	9.85E-07	5.36E-07	9.88E-06	6.57E-06	9.77E-06	9.03E-06	1.02E-06	9.77E-06	9.08E-06	1.60E-07	3.59E-07	1.67E-08	2.96E-07	2.96E-07	6.57E-06
13	ELF1	2.34E-05	6.14E-06	2.67E-06	1.38E-06	1.46E-05	5.93E-07	1.34E-05	1.11E-05	9.07E-07	1.34E-05	1.11E-05	3.34E-07	1.03E-06	1.85E-08	0	0	5.93E-07
13	ENOX1	3.06E-05	7.50E-06	3.86E-06	2.12E-06	1.93E-05	1.68E-06	1.82E-05	1.66E-05	2.86E-06	1.82E-05	1.66E-05	7.20E-07	1.39E-06	1.32E-08	1.47E-07	5.86E-08	1.77E-06
13	EPSTI1	1.73E-05	4.48E-06	1.89E-06	1.13E-06	1.09E-05	0	5.76E-06	4.04E-06	1.99E-07	5.76E-06	4.04E-06	4.91E-07	6.10E-07	3.05E-08	0	0	0
13	ERCC5	4.92E-05	1.39E-05	4.37E-06	2.34E-06	3.09E-05	3.70E-06	1.92E-05	1.63E-05	2.40E-06	1.92E-05	1.63E-05	7.00E-07	1.63E-06	1.25E-08	0	0	3.70E-06
13	ERICH6B	2.51E-05	6.75E-06	2.77E-06	1.59E-06	1.56E-05	0	4.97E-06	3.03E-06	2.45E-08	4.97E-06	3.03E-06	6.32E-07	9.44E-07	1.18E-08	0	0	0
13	ESD	9.09E-06	2.12E-06	1.29E-06	8.15E-07	5.68E-06	1.02E-06	5.49E-06	5.08E-06	7.29E-07	5.49E-06	5.08E-06	4.15E-07	3.76E-07	2.34E-08	0	0	1.02E-06
13	EXOSC8	1.04E-05	2.77E-06	1.14E-06	7.44E-07	6.47E-06	1.24E-06	6.39E-06	5.68E-06	1.22E-06	6.39E-06	5.68E-06	4.06E-07	3.20E-07	1.85E-08	0	0	1.24E-06
13	F10	2.86E-05	8.10E-06	1.79E-06	1.04E-06	1.87E-05	1.10E-05	1.11E-05	8.94E-06	9.89E-08	1.24E-05	1.17E-05	4.03E-07	5.97E-07	4.06E-08	0	0	1.10E-05
13	F7	2.94E-05	9.20E-06	1.96E-06	1.13E-06	1.82E-05	9.10E-06	1.06E-05	7.86E-06	8.75E-08	1.19E-05	9.76E-06	4.55E-07	6.61E-07	1.81E-08	0	0	9.10E-06
13	FAM124A	3.33E-05	1.05E-05	2.04E-06	1.01E-06	2.07E-05	5.54E-07	1.33E-05	1.14E-05	7.34E-08	1.33E-05	1.14E-05	1.41E-07	8.27E-07	4.13E-08	0	0	5.54E-07
13	FAM155A	2.61E-05	8.76E-06	2.17E-06	1.02E-06	1.52E-05	4.64E-08	1.34E-05	1.06E-05	1.24E-06	1.34E-05	1.06E-05	8.32E-08	9.23E-07	1.42E-08	0	0	4.64E-08
13	FAM216B	5.34E-06	1.05E-06	7.73E-07	4.18E-07	3.52E-06	2.33E-08	1.80E-06	1.26E-06	1.20E-08	1.80E-06	1.26E-06	1.17E-07	2.84E-07	1.68E-08	0	0	2.33E-08
13	FARP1	6.14E-05	1.88E-05	4.85E-06	2.80E-06	3.77E-05	1.22E-05	3.10E-05	2.81E-05	6.38E-06	3.10E-05	2.81E-05	1.12E-06	1.64E-06	3.43E-08	0	0	1.22E-05
13	FBXL3	1.59E-05	3.67E-06	1.68E-06	8.35E-07	1.05E-05	3.80E-07	9.99E-06	9.47E-06	7.91E-07	9.99E-06	9.47E-06	1.42E-07	6.79E-07	1.37E-08	4.23E-06	3.50E-07	4.26E-06
13	FGF14	1.58E-05	4.19E-06	1.32E-06	8.21E-07	1.03E-05	3.06E-06	9.35E-06	7.08E-06	4.03E-07	9.35E-06	7.59E-06	3.84E-07	3.97E-07	4.10E-08	1.10E-06	8.94E-07	3.26E-06
13	FGF9	1.02E-05	3.11E-06	1.04E-06	5.19E-07	6.05E-06	1.99E-06	6.04E-06	5.75E-06	4.27E-07	6.04E-06	5.75E-06	8.08E-08	4.20E-07	1.80E-08	5.58E-07	4.60E-07	2.09E-06
13	FLT1	5.91E-05	1.65E-05	5.67E-06	3.23E-06	3.69E-05	1.01E-05	2.92E-05	2.41E-05	4.41E-06	2.92E-05	2.41E-05	1.21E-06	1.95E-06	7.57E-08	0	0	1.01E-05
13	FLT3	4.12E-05	1.23E-05	4.05E-06	2.34E-06	2.49E-05	7.01E-06	1.95E-05	1.54E-05	1.85E-06	1.95E-05	1.54E-05	9.46E-07	1.37E-06	2.05E-08	0	0	7.01E-06
13	FNDC3A	4.38E-05	9.93E-06	5.62E-06	3.08E-06	2.83E-05	2.96E-06	2.67E-05	2.28E-05	1.62E-06	2.67E-05	2.28E-05	1.02E-06	2.04E-06	1.75E-08	0	0	2.96E-06
13	FOXO1	3.90E-05	1.34E-05	2.01E-06	9.40E-07	2.36E-05	1.58E-05	1.88E-05	1.49E-05	4.94E-07	1.90E-05	1.63E-05	6.54E-08	8.58E-07	1.67E-08	7.13E-06	5.98E-06	1.70E-05
13	FREM2	0.000137663	3.74E-05	1.02E-05	5.13E-06	9.01E-05	8.40E-06	7.61E-05	6.41E-05	3.82E-06	7.61E-05	6.41E-05	1.05E-06	4.06E-06	1.88E-08	0	0	8.40E-06
13	FRY	0.0001266	3.38E-05	1.40E-05	7.66E-06	7.88E-05	1.47E-06	7.53E-05	6.82E-05	9.23E-06	7.53E-05	6.82E-05	2.57E-06	5.07E-06	1.93E-08	5.58E-06	2.89E-07	6.76E-06
13	GAS6	4.63E-05	1.57E-05	2.65E-06	1.51E-06	2.80E-05	1.43E-05	2.04E-05	1.66E-05	1.38E-06	2.06E-05	1.74E-05	5.78E-07	9.12E-07	1.81E-08	3.17E-06	3.05E-06	1.45E-05
13	GGACT	1.34E-05	4.72E-06	3.97E-07	1.97E-07	8.26E-06	1.28E-06	5.47E-06	4.37E-06	0	5.47E-06	4.38E-06	1.85E-08	1.60E-07	1.81E-08	0	0	1.28E-06
13	GJA3	3.18E-05	1.16E-05	1.02E-06	4.74E-07	1.92E-05	1.16E-05	1.11E-05	8.55E-06	1.80E-07	1.37E-05	1.22E-05	1.83E-08	4.37E-07	1.90E-08	6.14E-06	5.93E-06	1.18E-05
13	GJB2	1.17E-05	3.55E-06	6.44E-07	3.17E-07	7.50E-06	6.66E-06	6.70E-06	5.71E-06	3.03E-07	6.92E-06	6.80E-06	4.17E-08	2.62E-07	1.27E-08	0	0	6.66E-06
13	GJB6	1.21E-05	3.51E-06	1.19E-06	5.48E-07	7.41E-06	6.65E-06	5.90E-06	4.64E-06	9.79E-08	6.86E-06	6.66E-06	1.76E-08	5.17E-07	1.25E-08	0	0	6.65E-06
13	GPALPP1	1.35E-05	3.70E-06	1.24E-06	7.44E-07	8.57E-06	6.83E-07	7.76E-06	6.53E-06	5.15E-07	7.76E-06	6.53E-06	3.30E-07	3.96E-07	1.80E-08	0	0	6.83E-07
13	GPC5	2.47E-05	6.64E-06	2.16E-06	1.13E-06	1.59E-05	1.11E-06	1.34E-05	1.08E-05	1.36E-07	1.34E-05	1.08E-05	2.87E-07	8.25E-07	1.45E-08	0	0	1.11E-06
13	GPC6	2.57E-05	7.02E-06	2.05E-06	1.10E-06	1.66E-05	2.27E-06	1.61E-05	1.47E-05	1.97E-06	1.61E-05	1.47E-05	3.31E-07	7.54E-07	1.84E-08	0	0	2.27E-06
13	GPR12	1.82E-05	6.13E-06	1.04E-06	4.81E-07	1.10E-05	1.52E-06	9.64E-06	8.79E-06	3.35E-07	9.64E-06	8.79E-06	1.60E-08	4.46E-07	1.90E-08	1.78E-06	7.74E-07	2.52E-06
13	GPR18	1.47E-05	4.04E-06	1.52E-06	6.98E-07	9.18E-06	7.87E-07	7.50E-06	6.41E-06	5.03E-07	7.50E-06	6.42E-06	2.04E-08	6.55E-07	2.32E-08	0	0	7.87E-07
13	GPR180	1.67E-05	4.70E-06	1.55E-06	8.82E-07	1.04E-05	1.13E-07	9.89E-06	8.41E-06	4.95E-07	9.89E-06	8.41E-06	3.30E-07	5.32E-07	1.99E-08	0	0	1.13E-07
13	GPR183	1.38E-05	3.53E-06	9.28E-07	4.32E-07	9.36E-06	1.11E-06	7.92E-06	6.39E-06	3.15E-07	7.92E-06	6.39E-06	1.74E-08	3.97E-07	1.75E-08	0	0	1.11E-06
13	GRK1	3.03E-05	9.96E-06	1.98E-06	1.03E-06	1.83E-05	9.76E-07	1.57E-05	1.29E-05	2.51E-07	1.57E-05	1.29E-05	2.53E-07	7.59E-07	1.80E-08	0	0	9.76E-07
13	GRTP1	2.44E-05	7.01E-06	1.57E-06	8.84E-07	1.59E-05	3.22E-07	1.10E-05	8.47E-06	3.53E-07	1.10E-05	8.47E-06	2.73E-07	5.52E-07	5.92E-08	0	0	3.22E-07
13	GSX1	2.18E-05	8.09E-06	7.75E-07	3.78E-07	1.29E-05	8.85E-06	1.24E-05	1.03E-05	1.40E-06	1.24E-05	1.07E-05	4.13E-08	3.18E-07	1.80E-08	1.95E-06	1.93E-06	8.87E-06
13	GTF2F2	9.95E-06	2.45E-06	1.74E-06	9.39E-07	5.76E-06	8.96E-07	5.68E-06	5.25E-06	4.41E-07	5.68E-06	5.25E-06	2.82E-07	6.45E-07	1.24E-08	0	0	8.96E-07
13	GTF3A	1.75E-05	5.15E-06	1.34E-06	7.79E-07	1.10E-05	1.67E-06	8.78E-06	7.08E-06	6.08E-07	8.79E-06	7.17E-06	3.22E-07	4.45E-07	1.23E-08	0	0	1.67E-06
13	HMGB1	7.91E-06	1.90E-06	9.46E-07	5.98E-07	5.07E-06	2.26E-06	5.02E-06	4.90E-06	1.82E-07	5.03E-06	4.95E-06	3.03E-07	2.78E-07	1.81E-08	3.09E-06	1.70E-06	3.66E-06
13	HNRNPA1L2	1.21E-05	3.15E-06	9.24E-07	4.28E-07	7.99E-06	2.02E-06	5.17E-06	2.48E-06	0	5.25E-06	3.02E-06	1.85E-08	3.97E-07	1.21E-08	0	0	2.02E-06
13	HS6ST3	2.92E-05	8.56E-06	1.60E-06	7.45E-07	1.91E-05	6.41E-06	1.79E-05	1.60E-05	2.30E-06	1.79E-05	1.60E-05	4.11E-08	6.84E-07	2.03E-08	0	0	6.41E-06
13	HSPH1	3.55E-05	8.86E-06	4.24E-06	2.37E-06	2.24E-05	3.59E-07	1.99E-05	1.71E-05	2.38E-06	1.99E-05	1.71E-05	8.50E-07	1.49E-06	3.19E-08	0	0	3.59E-07
13	HTR2A	2.16E-05	6.36E-06	1.57E-06	7.77E-07	1.37E-05	2.21E-06	1.14E-05	9.37E-06	5.02E-07	1.14E-05	9.37E-06	1.24E-07	6.32E-07	2.09E-08	2.99E-06	1.24E-06	3.97E-06
