Chr	gene	all	syn	lof	lof_SNV	mis	Mis_MetaSVM	Mis_CADD15	Mis_CADD20	Mis_CADD30	Mis_MetaSVM_or_CADD15	Mis_MetaSVM_or_CADD20	Mis_MetaSVM_or_CADD30	SpliceSite	StopGain	StopLoss
11	KCNQ1	0.000104204	3.45E-05	5.33E-06	3.18E-06	6.44E-05	6.38E-05	5.10E-05	4.44E-05	1.30E-05	6.40E-05	6.39E-05	6.38E-05	1.42E-06	1.72E-06	3.67E-08
11	KCNQ1OT1	9.10E-08	0	9.10E-08	9.10E-08	0	0	0	0	0	0	0	0	9.10E-08	0	0
11	CDKN1C	7.81E-05	2.64E-05	2.26E-06	1.17E-06	4.94E-05	1.01E-05	3.22E-05	2.61E-05	6.34E-06	3.23E-05	2.62E-05	1.13E-05	2.21E-07	8.77E-07	6.80E-08
11	SLC22A18AS	1.38E-07	1.52E-08	4.64E-08	4.64E-08	7.67E-08	9.40E-09	4.92E-08	3.61E-08	0	4.92E-08	3.61E-08	9.40E-09	4.64E-08	0	0
11	SLC22A18	6.85E-05	2.33E-05	3.21E-06	1.96E-06	4.19E-05	7.49E-06	2.29E-05	1.99E-05	5.89E-07	2.30E-05	2.00E-05	7.69E-06	9.24E-07	9.96E-07	4.43E-08
11	PHLDA2	3.08E-05	1.04E-05	7.85E-07	4.07E-07	1.96E-05	3.16E-06	1.69E-05	1.52E-05	5.00E-06	1.69E-05	1.52E-05	5.60E-06	5.29E-08	3.02E-07	5.12E-08
11	NAP1L4	3.62E-05	1.00E-05	4.57E-06	2.93E-06	2.16E-05	1.75E-06	1.87E-05	1.66E-05	3.34E-06	1.87E-05	1.67E-05	4.27E-06	1.55E-06	1.31E-06	6.97E-08
11	CARS1	8.95E-05	2.59E-05	7.54E-06	4.50E-06	5.61E-05	1.09E-05	4.36E-05	3.93E-05	1.02E-05	4.36E-05	3.93E-05	1.55E-05	2.00E-06	2.43E-06	7.35E-08
11	CARS1-AS1	1.37E-07	0	1.37E-07	1.37E-07	0	0	0	0	0	0	0	0	1.37E-07	0	0
11	OSBPL5	0.000116589	3.68E-05	8.91E-06	5.17E-06	7.09E-05	1.04E-05	5.31E-05	4.80E-05	1.07E-05	5.31E-05	4.80E-05	1.61E-05	2.12E-06	3.00E-06	5.20E-08
11	MRGPRG-AS1	5.28E-08	0	0	0	5.28E-08	0	5.28E-08	5.28E-08	0	5.28E-08	5.28E-08	0	0	0	0
11	MRGPRG	4.54E-05	1.62E-05	1.86E-06	8.49E-07	2.73E-05	1.01E-06	1.16E-05	8.27E-06	0	1.16E-05	8.72E-06	1.01E-06	0	8.10E-07	3.96E-08
11	MRGPRE	4.31E-05	1.37E-05	2.16E-06	9.82E-07	2.72E-05	3.47E-07	1.20E-05	8.88E-06	3.69E-07	1.20E-05	8.88E-06	5.29E-07	0	9.45E-07	3.68E-08
11	ZNF195	4.41E-05	1.17E-05	4.70E-06	2.45E-06	2.77E-05	1.87E-06	1.82E-05	1.49E-05	1.08E-08	1.83E-05	1.50E-05	1.88E-06	5.78E-07	1.80E-06	7.19E-08
11	ART5	3.24E-05	8.84E-06	3.16E-06	1.66E-06	2.04E-05	8.75E-07	1.11E-05	9.53E-06	3.72E-07	1.11E-05	9.53E-06	1.24E-06	4.00E-07	1.19E-06	7.05E-08
11	ART1	3.47E-05	8.78E-06	3.77E-06	1.86E-06	2.21E-05	4.63E-08	1.32E-05	1.09E-05	3.40E-07	1.32E-05	1.09E-05	3.86E-07	2.84E-07	1.53E-06	4.10E-08
11	CHRNA10	6.93E-05	2.17E-05	3.83E-06	1.92E-06	4.38E-05	1.82E-05	3.59E-05	3.17E-05	5.34E-06	3.60E-05	3.21E-05	1.89E-05	3.60E-07	1.53E-06	3.85E-08
11	NUP98	0.000150078	3.65E-05	1.54E-05	8.72E-06	9.81E-05	9.93E-06	8.57E-05	7.74E-05	1.76E-05	8.57E-05	7.75E-05	2.21E-05	3.26E-06	5.38E-06	7.68E-08
11	PGAP2	6.23E-05	9.87E-06	6.84E-06	3.59E-06	4.56E-05	6.75E-07	2.20E-05	1.78E-05	2.01E-06	2.20E-05	1.78E-05	2.61E-06	9.23E-07	2.60E-06	6.88E-08
11	RHOG	2.58E-05	8.05E-06	1.01E-06	4.74E-07	1.67E-05	7.56E-06	1.44E-05	1.32E-05	7.08E-07	1.44E-05	1.34E-05	7.90E-06	0	4.30E-07	4.41E-08
11	STIM1	8.29E-05	1.89E-05	7.93E-06	4.23E-06	5.60E-05	1.38E-05	4.19E-05	3.43E-05	6.05E-06	4.19E-05	3.44E-05	1.49E-05	1.14E-06	2.96E-06	1.30E-07
11	RRM1	6.72E-05	1.58E-05	8.97E-06	4.93E-06	4.25E-05	1.17E-05	3.96E-05	3.66E-05	9.63E-06	3.96E-05	3.66E-05	1.55E-05	1.66E-06	3.23E-06	3.67E-08
11	OR52B4	2.45E-05	6.36E-06	1.49E-06	6.86E-07	1.67E-05	5.74E-07	7.99E-06	6.42E-06	1.19E-08	7.99E-06	6.42E-06	5.86E-07	0	6.45E-07	4.16E-08
11	TRIM21	3.86E-05	9.41E-06	4.08E-06	2.10E-06	2.51E-05	2.80E-06	1.46E-05	1.25E-05	4.01E-07	1.46E-05	1.25E-05	2.88E-06	4.83E-07	1.58E-06	4.15E-08
11	OR52K2	2.53E-05	6.39E-06	1.31E-06	6.06E-07	1.76E-05	5.02E-07	1.17E-05	9.96E-06	0	1.17E-05	9.97E-06	5.02E-07	0	5.61E-07	4.48E-08
11	OR52K1	2.60E-05	6.32E-06	1.33E-06	6.18E-07	1.83E-05	7.55E-07	1.14E-05	9.60E-06	0	1.15E-05	9.63E-06	7.55E-07	0	5.73E-07	4.48E-08
11	OR52M1	2.81E-05	7.15E-06	1.82E-06	8.40E-07	1.91E-05	1.03E-06	1.28E-05	1.07E-05	7.14E-08	1.30E-05	1.09E-05	1.07E-06	0	7.82E-07	5.80E-08
11	OR52I2	2.75E-05	7.28E-06	1.45E-06	6.71E-07	1.88E-05	1.68E-06	1.06E-05	8.66E-06	5.40E-08	1.06E-05	8.66E-06	1.69E-06	0	6.20E-07	5.08E-08
11	OR52I1	2.58E-05	7.25E-06	1.29E-06	5.99E-07	1.73E-05	2.14E-06	9.54E-06	7.95E-06	5.08E-09	9.62E-06	8.07E-06	2.14E-06	0	5.49E-07	5.08E-08
11	TRIM68	4.51E-05	1.01E-05	5.56E-06	2.74E-06	2.94E-05	3.27E-06	2.05E-05	1.74E-05	1.28E-06	2.05E-05	1.74E-05	3.97E-06	4.60E-07	2.26E-06	2.70E-08
11	OR51D1	2.49E-05	6.79E-06	1.42E-06	6.54E-07	1.67E-05	1.21E-06	8.36E-06	7.09E-06	1.94E-07	8.42E-06	7.19E-06	1.21E-06	0	6.16E-07	3.86E-08
11	OR51E1	2.98E-05	7.33E-06	1.76E-06	8.26E-07	2.07E-05	2.51E-06	1.34E-05	1.20E-05	7.74E-07	1.34E-05	1.21E-05	2.92E-06	4.07E-08	7.46E-07	3.93E-08
11	OR51E2	3.05E-05	7.86E-06	1.95E-06	8.96E-07	2.07E-05	1.19E-06	1.42E-05	1.25E-05	6.31E-07	1.42E-05	1.25E-05	1.37E-06	1.07E-08	8.41E-07	4.41E-08
11	MMP26	2.15E-05	6.04E-06	2.18E-06	1.24E-06	1.33E-05	8.41E-07	5.69E-06	4.79E-06	3.26E-08	5.69E-06	4.79E-06	8.73E-07	4.58E-07	7.54E-07	2.65E-08
11	OR51F1	2.45E-05	6.09E-06	1.22E-06	5.71E-07	1.72E-05	7.87E-07	9.58E-06	7.12E-06	9.04E-09	9.58E-06	7.14E-06	7.96E-07	0	5.19E-07	5.10E-08
11	OR52R1	2.69E-05	7.18E-06	1.97E-06	8.97E-07	1.78E-05	9.57E-07	1.11E-05	9.21E-06	2.69E-08	1.11E-05	9.25E-06	9.74E-07	0	8.60E-07	3.68E-08
11	OR51F2	2.62E-05	6.68E-06	2.23E-06	1.01E-06	1.73E-05	8.71E-07	9.91E-06	8.76E-06	1.55E-07	9.91E-06	8.79E-06	1.03E-06	0	9.75E-07	3.97E-08
11	OR51S1	2.51E-05	6.63E-06	1.94E-06	8.85E-07	1.65E-05	1.58E-06	1.07E-05	9.44E-06	2.61E-07	1.07E-05	9.49E-06	1.63E-06	0	8.47E-07	3.85E-08
11	OR51H1	2.55E-05	7.09E-06	1.67E-06	7.59E-07	1.67E-05	4.22E-07	9.31E-06	7.52E-06	0	9.31E-06	7.54E-06	4.22E-07	0	7.27E-07	3.19E-08
11	OR51T1	2.63E-05	6.87E-06	1.66E-06	7.57E-07	1.78E-05	1.90E-06	1.18E-05	1.01E-05	5.15E-07	1.18E-05	1.01E-05	2.34E-06	0	7.23E-07	3.37E-08
11	OR51A7	2.18E-05	5.71E-06	1.32E-06	6.08E-07	1.48E-05	1.41E-06	8.61E-06	7.26E-06	5.96E-09	8.61E-06	7.26E-06	1.41E-06	0	5.68E-07	3.97E-08
11	OR51G2	2.74E-05	7.07E-06	1.80E-06	8.17E-07	1.85E-05	1.26E-06	1.21E-05	1.07E-05	6.07E-07	1.21E-05	1.07E-05	1.50E-06	0	7.88E-07	2.90E-08
11	OR51G1	2.84E-05	7.54E-06	1.94E-06	8.75E-07	1.89E-05	1.06E-06	1.08E-05	9.33E-06	2.18E-07	1.08E-05	9.34E-06	1.27E-06	0	8.49E-07	2.59E-08
11	OR51A4	2.19E-05	5.74E-06	1.06E-06	4.87E-07	1.51E-05	6.71E-07	8.76E-06	7.10E-06	1.59E-08	8.76E-06	7.11E-06	6.87E-07	0	4.59E-07	2.78E-08
11	OR51A2	2.16E-05	5.98E-06	1.07E-06	4.93E-07	1.46E-05	8.18E-07	6.90E-06	5.64E-06	0	6.90E-06	5.66E-06	8.18E-07	0	4.66E-07	2.75E-08
11	OR51L1	2.32E-05	5.84E-06	1.58E-06	7.19E-07	1.57E-05	1.13E-06	1.02E-05	8.98E-06	2.11E-07	1.02E-05	8.98E-06	1.14E-06	0	6.93E-07	2.59E-08
11	OR52J3	2.82E-05	6.91E-06	2.37E-06	1.07E-06	1.89E-05	9.53E-07	1.06E-05	8.68E-06	1.66E-08	1.06E-05	8.71E-06	9.70E-07	0	1.03E-06	3.97E-08
11	OR52E2	2.55E-05	6.23E-06	1.83E-06	8.33E-07	1.75E-05	5.42E-07	1.01E-05	8.41E-06	2.11E-08	1.01E-05	8.41E-06	5.58E-07	0	7.96E-07	3.66E-08
11	OR52A5	2.43E-05	5.91E-06	2.51E-06	1.14E-06	1.58E-05	1.06E-06	8.96E-06	7.55E-06	2.12E-07	8.97E-06	7.60E-06	1.07E-06	0	1.10E-06	4.15E-08
11	OR52A1	2.25E-05	5.38E-06	1.15E-06	5.31E-07	1.60E-05	9.43E-07	9.56E-06	8.18E-06	3.45E-07	9.56E-06	8.19E-06	9.83E-07	0	4.91E-07	4.02E-08
11	OR52Z1	2.26E-05	5.91E-06	1.61E-06	7.29E-07	1.51E-05	0	0	0	0	0	0	0	0	7.05E-07	2.45E-08
11	OR51V1	2.47E-05	6.02E-06	1.93E-06	8.75E-07	1.67E-05	1.61E-06	9.25E-06	7.93E-06	3.24E-08	9.25E-06	7.94E-06	1.63E-06	0	8.41E-07	3.39E-08
11	HBB	1.20E-05	3.86E-06	6.08E-07	3.87E-07	7.55E-06	5.21E-06	5.45E-06	4.67E-06	7.25E-07	5.97E-06	5.60E-06	5.21E-06	1.83E-07	1.77E-07	2.70E-08
11	HBD	1.11E-05	3.24E-06	7.11E-07	4.37E-07	7.17E-06	4.49E-06	5.12E-06	4.50E-06	4.14E-07	5.48E-06	5.26E-06	4.49E-06	1.84E-07	2.19E-07	3.39E-08
11	HBG1	1.05E-05	3.03E-06	7.79E-07	4.69E-07	6.72E-06	4.77E-06	4.86E-06	4.18E-06	3.24E-08	5.25E-06	5.03E-06	4.77E-06	1.85E-07	2.47E-07	3.68E-08
11	HBG2	1.05E-05	3.02E-06	7.88E-07	4.73E-07	6.74E-06	4.36E-06	4.90E-06	4.02E-06	1.78E-07	5.31E-06	4.81E-06	4.36E-06	1.85E-07	2.51E-07	3.68E-08
11	HBE1	1.21E-05	3.77E-06	7.67E-07	4.62E-07	7.52E-06	5.33E-06	5.91E-06	5.43E-06	8.33E-07	6.04E-06	5.78E-06	5.33E-06	1.82E-07	2.43E-07	3.68E-08
11	OR51B4	2.46E-05	6.46E-06	1.41E-06	6.46E-07	1.67E-05	4.80E-07	8.42E-06	7.10E-06	4.50E-09	8.43E-06	7.17E-06	4.85E-07	0	6.12E-07	3.39E-08
11	OR51B2	2.25E-05	5.58E-06	1.06E-06	4.84E-07	1.59E-05	5.47E-07	8.80E-06	7.10E-06	1.95E-08	8.80E-06	7.10E-06	5.55E-07	0	4.58E-07	2.65E-08
11	OR51B5	2.49E-05	6.85E-06	1.67E-06	7.67E-07	1.64E-05	8.64E-07	1.00E-05	8.55E-06	3.66E-07	1.00E-05	8.57E-06	1.16E-06	0	7.23E-07	4.44E-08
11	OR51B6	2.34E-05	5.61E-06	1.36E-06	6.37E-07	1.64E-05	6.34E-07	8.77E-06	6.84E-06	5.08E-09	8.79E-06	6.91E-06	6.34E-07	0	5.80E-07	5.68E-08
11	OR51M1	2.64E-05	6.92E-06	1.16E-06	5.42E-07	1.83E-05	1.09E-06	1.11E-05	9.74E-06	3.55E-07	1.11E-05	9.75E-06	1.39E-06	0	4.91E-07	5.11E-08
11	OR51J1	2.55E-05	7.05E-06	1.40E-06	6.45E-07	1.70E-05	5.65E-07	8.28E-06	6.88E-06	0	8.40E-06	7.21E-06	5.65E-07	0	6.06E-07	3.94E-08
11	OR51Q1	2.78E-05	7.05E-06	1.93E-06	8.87E-07	1.88E-05	1.02E-06	1.15E-05	9.75E-06	2.21E-07	1.16E-05	9.86E-06	1.24E-06	0	8.36E-07	5.11E-08
11	OR51I1	2.46E-05	5.96E-06	1.63E-06	7.46E-07	1.70E-05	9.99E-07	1.16E-05	9.82E-06	1.68E-07	1.16E-05	9.84E-06	1.01E-06	0	7.10E-07	3.68E-08
11	OR51I2	2.67E-05	5.82E-06	2.30E-06	1.05E-06	1.86E-05	9.93E-07	1.16E-05	9.85E-06	2.42E-07	1.16E-05	9.87E-06	1.19E-06	0	9.96E-07	5.68E-08
11	OR52D1	2.43E-05	5.97E-06	1.93E-06	8.86E-07	1.64E-05	8.28E-07	1.06E-05	9.27E-06	6.60E-08	1.06E-05	9.31E-06	8.64E-07	0	8.35E-07	5.08E-08
11	UBQLN3	5.59E-05	1.51E-05	3.43E-06	1.57E-06	3.73E-05	3.92E-06	2.17E-05	1.88E-05	1.12E-06	2.18E-05	1.92E-05	4.82E-06	3.87E-08	1.49E-06	4.16E-08
11	UBQLNL	3.58E-05	8.61E-06	3.90E-06	1.75E-06	2.33E-05	7.30E-07	7.41E-06	5.30E-06	0	7.41E-06	5.33E-06	7.30E-07	0	1.72E-06	3.82E-08
11	OR52H1	2.55E-05	6.61E-06	1.49E-06	6.94E-07	1.74E-05	8.61E-07	1.08E-05	9.34E-06	0	1.08E-05	9.36E-06	8.61E-07	0	6.36E-07	5.88E-08
11	OR52B6	2.67E-05	7.23E-06	1.42E-06	6.55E-07	1.81E-05	9.93E-07	1.02E-05	8.60E-06	7.57E-08	1.02E-05	8.62E-06	1.05E-06	0	6.15E-07	4.04E-08
11	TRIM6	4.55E-05	1.04E-05	6.42E-06	3.22E-06	2.86E-05	3.39E-06	2.02E-05	1.73E-05	1.10E-06	2.02E-05	1.74E-05	4.24E-06	6.30E-07	2.56E-06	3.37E-08
11	TRIM6-TRIM34	6.99E-05	1.64E-05	9.59E-06	4.91E-06	4.39E-05	3.04E-06	2.82E-05	2.46E-05	1.40E-06	2.82E-05	2.46E-05	4.34E-06	1.13E-06	3.75E-06	3.37E-08
11	TRIM34	3.88E-05	9.46E-06	4.14E-06	2.18E-06	2.52E-05	1.59E-06	1.50E-05	1.30E-05	5.48E-07	1.50E-05	1.30E-05	2.08E-06	5.41E-07	1.57E-06	7.41E-08
11	TRIM5	4.64E-05	1.17E-05	5.01E-06	2.58E-06	2.98E-05	2.80E-06	1.30E-05	1.12E-05	3.99E-07	1.30E-05	1.13E-05	2.87E-06	5.65E-07	1.94E-06	7.53E-08
11	TRIM22	4.17E-05	1.10E-05	4.54E-06	2.34E-06	2.61E-05	2.32E-06	1.35E-05	1.13E-05	4.76E-07	1.35E-05	1.14E-05	2.50E-06	5.45E-07	1.76E-06	3.67E-08
11	OR56B1	2.19E-05	5.74E-06	1.28E-06	5.93E-07	1.48E-05	4.47E-07	9.02E-06	7.22E-06	5.93E-08	9.03E-06	7.26E-06	5.06E-07	0	5.51E-07	4.15E-08
11	OR52N4	2.35E-05	5.52E-06	1.63E-06	7.47E-07	1.63E-05	6.69E-07	1.01E-05	8.27E-06	9.73E-08	1.01E-05	8.30E-06	7.44E-07	0	7.09E-07	3.84E-08
11	OR52N5	2.46E-05	6.08E-06	1.12E-06	5.43E-07	1.74E-05	4.44E-07	1.16E-05	9.70E-06	1.55E-07	1.16E-05	9.71E-06	5.98E-07	4.01E-08	4.61E-07	4.13E-08
11	OR52N1	2.44E-05	6.19E-06	1.81E-06	8.19E-07	1.64E-05	5.98E-07	1.07E-05	8.45E-06	2.06E-08	1.08E-05	8.47E-06	5.98E-07	0	7.92E-07	2.64E-08
11	OR52N2	2.54E-05	6.40E-06	9.07E-07	4.31E-07	1.81E-05	6.14E-07	1.03E-05	7.93E-06	2.76E-08	1.03E-05	7.96E-06	6.14E-07	0	3.81E-07	5.00E-08
11	OR52E6	2.31E-05	5.83E-06	1.35E-06	6.15E-07	1.59E-05	4.18E-07	9.75E-06	7.89E-06	0	9.75E-06	7.92E-06	4.18E-07	0	5.86E-07	2.90E-08
11	OR52E8	2.38E-05	5.71E-06	1.65E-06	7.49E-07	1.65E-05	7.24E-07	9.51E-06	7.99E-06	2.74E-08	9.51E-06	7.99E-06	7.24E-07	0	7.20E-07	2.90E-08
11	OR52E4	2.36E-05	5.61E-06	1.80E-06	8.22E-07	1.62E-05	9.15E-07	1.07E-05	8.78E-06	0	1.07E-05	8.80E-06	9.15E-07	0	7.81E-07	4.03E-08
11	OR52E5	2.47E-05	6.09E-06	2.04E-06	9.30E-07	1.66E-05	0	4.04E-06	0	0	4.04E-06	0	0	0	8.92E-07	3.81E-08
11	OR56A3	2.45E-05	6.50E-06	2.03E-06	9.20E-07	1.59E-05	1.04E-06	8.45E-06	7.13E-06	1.66E-08	8.46E-06	7.14E-06	1.04E-06	0	8.91E-07	2.91E-08
11	OR56A5	2.31E-05	6.53E-06	1.44E-06	6.56E-07	1.51E-05	0	1.61E-07	0	0	1.61E-07	0	0	0	6.26E-07	2.99E-08
11	OR52L1	2.72E-05	7.04E-06	2.24E-06	1.02E-06	1.79E-05	6.67E-07	1.13E-05	8.94E-06	1.82E-07	1.13E-05	8.97E-06	8.49E-07	0	9.78E-07	4.15E-08
11	OR56A4	2.44E-05	7.23E-06	1.07E-06	4.92E-07	1.61E-05	9.69E-07	1.05E-05	8.49E-06	1.14E-08	1.05E-05	8.49E-06	9.80E-07	0	4.63E-07	2.93E-08
11	OR56A1	2.59E-05	7.63E-06	1.18E-06	5.46E-07	1.71E-05	3.67E-07	9.36E-06	7.36E-06	0	9.36E-06	7.39E-06	3.67E-07	0	5.08E-07	3.83E-08
11	OR56B4	2.25E-05	6.24E-06	1.14E-06	5.22E-07	1.51E-05	4.74E-07	8.43E-06	7.02E-06	6.24E-08	8.43E-06	7.02E-06	5.15E-07	0	4.91E-07	3.12E-08
11	OR52B2	2.72E-05	6.25E-06	1.87E-06	8.59E-07	1.91E-05	1.21E-06	1.24E-05	1.06E-05	2.06E-08	1.24E-05	1.06E-05	1.23E-06	0	8.08E-07	5.10E-08
11	OR52W1	2.55E-05	6.89E-06	1.79E-06	8.13E-07	1.68E-05	1.36E-06	1.07E-05	8.84E-06	2.19E-08	1.07E-05	8.85E-06	1.36E-06	0	7.83E-07	2.98E-08
11	C11orf42	3.31E-05	8.69E-06	3.32E-06	1.60E-06	2.11E-05	0	1.46E-05	1.23E-05	2.06E-07	1.46E-05	1.23E-05	2.06E-07	1.83E-07	1.38E-06	3.64E-08
11	FAM160A2	0.000104978	2.57E-05	9.13E-06	4.59E-06	7.01E-05	3.52E-07	5.85E-05	5.17E-05	1.02E-05	5.85E-05	5.17E-05	1.05E-05	9.21E-07	3.64E-06	2.78E-08
11	CNGA4	6.54E-05	1.75E-05	5.10E-06	2.55E-06	4.29E-05	3.51E-05	3.50E-05	3.06E-05	7.15E-06	3.87E-05	3.73E-05	3.51E-05	4.62E-07	2.04E-06	4.43E-08
11	CCKBR	7.54E-05	2.19E-05	5.89E-06	2.79E-06	4.75E-05	8.38E-06	3.35E-05	2.95E-05	6.68E-06	3.36E-05	2.98E-05	1.20E-05	2.77E-07	2.48E-06	3.67E-08
11	CAVIN3	4.33E-05	1.45E-05	1.93E-06	9.31E-07	2.69E-05	1.56E-07	2.31E-05	2.14E-05	8.09E-06	2.31E-05	2.14E-05	8.21E-06	9.11E-08	8.03E-07	3.68E-08
11	SMPD1	7.31E-05	1.89E-05	6.11E-06	3.02E-06	4.81E-05	2.07E-05	3.16E-05	2.63E-05	4.87E-06	3.30E-05	2.91E-05	2.13E-05	4.59E-07	2.47E-06	9.46E-08
11	APBB1	7.96E-05	2.20E-05	6.44E-06	3.63E-06	5.12E-05	1.42E-06	4.38E-05	3.82E-05	1.12E-05	4.38E-05	3.82E-05	1.21E-05	1.33E-06	2.25E-06	5.10E-08
11	HPX	4.61E-05	1.18E-05	4.22E-06	2.49E-06	3.00E-05	2.13E-07	1.99E-05	1.76E-05	3.57E-06	1.99E-05	1.76E-05	3.73E-06	1.07E-06	1.38E-06	3.68E-08
11	TRIM3	9.40E-05	2.61E-05	6.13E-06	3.28E-06	6.18E-05	2.50E-05	5.44E-05	4.82E-05	1.04E-05	5.45E-05	4.87E-05	2.74E-05	9.59E-07	2.28E-06	4.17E-08
11	ARFIP2	3.68E-05	8.87E-06	4.59E-06	2.42E-06	2.33E-05	1.18E-05	1.94E-05	1.78E-05	2.01E-06	1.96E-05	1.80E-05	1.18E-05	6.37E-07	1.74E-06	3.85E-08
11	TIMM10B	1.41E-05	3.58E-06	1.93E-06	1.12E-06	8.62E-06	1.23E-06	6.92E-06	6.34E-06	1.58E-06	6.92E-06	6.35E-06	2.11E-06	4.28E-07	6.50E-07	3.95E-08
11	DNHD1	0.000446541	0.000115379	4.56E-05	2.23E-05	0.000285526	3.30E-06	0.000165799	0.000142847	1.43E-05	0.000165799	0.000142875	1.71E-05	3.62E-06	1.86E-05	7.04E-08
11	RRP8	4.37E-05	1.03E-05	4.34E-06	2.26E-06	2.91E-05	5.43E-07	2.08E-05	1.86E-05	3.90E-06	2.08E-05	1.86E-05	4.12E-06	5.52E-07	1.66E-06	4.41E-08
11	ILK	4.84E-05	1.06E-05	6.25E-06	3.52E-06	3.15E-05	1.47E-05	2.74E-05	2.45E-05	2.15E-06	2.76E-05	2.54E-05	1.59E-05	1.29E-06	2.19E-06	4.15E-08
11	TAF10	3.74E-05	1.38E-05	1.06E-06	6.93E-07	2.26E-05	1.19E-06	2.01E-05	1.68E-05	1.41E-06	2.01E-05	1.68E-05	2.26E-06	3.65E-07	2.91E-07	3.68E-08
11	TPP1	5.47E-05	1.44E-05	5.10E-06	3.04E-06	3.51E-05	2.21E-05	2.72E-05	2.33E-05	3.64E-06	2.93E-05	2.68E-05	2.22E-05	1.35E-06	1.65E-06	4.24E-08
11	DCHS1	0.000386899	0.000108561	2.67E-05	1.29E-05	0.000251676	2.99E-05	0.000196794	0.000171708	1.50E-05	0.000196828	0.000171885	4.22E-05	1.84E-06	1.10E-05	3.95E-08
11	MRPL17	2.34E-05	6.09E-06	1.55E-06	8.05E-07	1.57E-05	3.84E-06	1.37E-05	1.31E-05	5.19E-06	1.37E-05	1.31E-05	6.30E-06	1.78E-07	5.98E-07	2.78E-08
11	OR2AG2	2.50E-05	6.91E-06	9.69E-07	4.52E-07	1.71E-05	4.18E-07	9.60E-06	7.59E-06	1.87E-07	9.60E-06	7.59E-06	5.67E-07	0	4.13E-07	3.94E-08
11	OR2AG1	2.37E-05	6.62E-06	1.01E-06	4.71E-07	1.60E-05	3.78E-07	8.84E-06	6.93E-06	6.74E-08	8.84E-06	6.95E-06	4.23E-07	0	4.31E-07	3.93E-08
11	OR6A2	2.44E-05	6.29E-06	1.22E-06	5.74E-07	1.69E-05	7.25E-07	1.10E-05	9.36E-06	2.24E-07	1.10E-05	9.43E-06	9.50E-07	0	5.19E-07	5.52E-08
11	OR10A5	2.38E-05	6.69E-06	1.18E-06	5.55E-07	1.60E-05	5.55E-07	1.07E-05	8.70E-06	3.54E-08	1.07E-05	8.72E-06	5.91E-07	0	5.00E-07	5.52E-08
11	OR10A2	2.27E-05	6.42E-06	1.09E-06	5.13E-07	1.52E-05	2.68E-07	9.30E-06	7.68E-06	0	9.31E-06	7.70E-06	2.68E-07	0	4.58E-07	5.52E-08
11	OR10A4	2.40E-05	6.63E-06	1.57E-06	7.31E-07	1.58E-05	4.27E-07	1.06E-05	8.83E-06	0	1.06E-05	8.84E-06	4.27E-07	0	6.73E-07	5.80E-08
11	OR2D2	2.39E-05	6.21E-06	1.91E-06	8.76E-07	1.58E-05	8.90E-07	9.35E-06	8.00E-06	4.48E-07	9.35E-06	8.00E-06	1.10E-06	0	8.25E-07	5.10E-08
11	OR2D3	2.42E-05	6.23E-06	1.81E-06	8.29E-07	1.62E-05	1.01E-06	8.76E-06	7.30E-06	3.60E-07	8.76E-06	7.31E-06	1.13E-06	0	7.84E-07	4.43E-08
11	ZNF215	4.10E-05	8.74E-06	6.30E-06	3.02E-06	2.59E-05	7.45E-07	1.25E-05	1.04E-05	9.99E-07	1.25E-05	1.04E-05	1.67E-06	3.64E-07	2.62E-06	3.64E-08
11	ZNF214	4.54E-05	9.75E-06	5.11E-06	2.43E-06	3.06E-05	2.13E-06	1.60E-05	1.38E-05	6.52E-07	1.60E-05	1.38E-05	2.73E-06	2.50E-07	2.14E-06	4.02E-08
11	NLRP14	7.85E-05	2.11E-05	7.25E-06	3.90E-06	5.02E-05	7.40E-06	2.65E-05	2.20E-05	5.59E-07	2.66E-05	2.22E-05	7.57E-06	1.18E-06	2.68E-06	4.37E-08
11	RBMXL2	7.69E-05	2.37E-05	4.03E-06	1.81E-06	4.92E-05	1.40E-05	3.43E-05	2.57E-05	3.64E-07	3.50E-05	2.80E-05	1.42E-05	0	1.78E-06	2.71E-08
11	SYT9	5.33E-05	1.49E-05	5.27E-06	2.68E-06	3.31E-05	4.76E-06	2.89E-05	2.64E-05	5.51E-06	2.89E-05	2.64E-05	8.11E-06	5.49E-07	2.07E-06	5.68E-08
11	OLFML1	3.49E-05	8.22E-06	4.24E-06	1.99E-06	2.25E-05	1.08E-05	1.59E-05	1.36E-05	1.95E-06	1.60E-05	1.41E-05	1.08E-05	1.69E-07	1.79E-06	2.98E-08
11	PPFIBP2	0.00010106	2.63E-05	1.15E-05	6.55E-06	6.33E-05	4.56E-06	4.39E-05	3.95E-05	1.39E-05	4.39E-05	3.95E-05	1.58E-05	2.49E-06	3.92E-06	1.37E-07
11	CYB5R2	2.59E-05	6.18E-06	2.56E-06	1.62E-06	1.72E-05	9.40E-06	1.22E-05	1.10E-05	2.99E-06	1.23E-05	1.14E-05	9.40E-06	7.77E-07	7.53E-07	8.78E-08
11	OVCH2	4.58E-05	1.15E-05	5.13E-06	3.01E-06	2.92E-05	7.77E-06	1.75E-05	1.50E-05	2.69E-06	1.76E-05	1.52E-05	8.13E-06	1.23E-06	1.70E-06	7.82E-08
